value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value
,,,,,,,,,,,,,,,,,,,,,,,,,,3.265548,,,1360.958,,1784.901,307.7044,1276.649
,,,,,,,,,,,,,,,,,,,,,,,,,,3.239913,,,1354.155,15.56625,1793.856,307.6456,1276.059
,,,,,,,,,,,,,,,,,,,,,,,,,,3.225494,4.814849,,1354.513,15.55672,1796.665,310.4356,1276.945
,,,,,,,,,,,,,,,,,,,,,,,,,,3.217483,4.805236,,1358.085,15.55099,1804.213,308.6136,1278.125
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.792419,,1367.356,15.54909,1813.578,309.2997,1276.945
,,,,,,,,,,,,,,,,,,,,,,,,,,3.215881,4.782806,,1347.172,15.55862,1823.809,309.5535,1276.059
,,,,,,,,,,,,,,,,,,,,,,,,,,3.231903,4.777999,539.8522,1345.194,15.56625,1828.352,310.0563,1278.421
,,,,,,,,,,,,,,,,,,,,,,,,,,3.249527,4.774795,,1362.052,15.57388,1825.314,307.2608,1278.125
,,,,,,,,,,,,,,,,,,,,,,,,,,3.265548,,539.7091,1344.485,15.58342,1818.46,309.5857,1279.011
,,,,,,,,,,,,,,,,,,,,,,,,,,3.263946,4.776397,539.8522,1352.213,15.58533,1806.62,310.2353,
,,,,,,,,,,,,,,,,,,,,,,,,,,3.247924,,,1363.828,15.58914,1794.915,307.7803,1278.715
,,,,,,,,,,,,,,,,,,,,,,,,,,3.225494,,,1362.047,15.58723,1792.952,308.9975,1278.421
,,,,,,,,,,,,,,,,,,,,,,,,,,3.209472,4.774795,,1352.028,15.58151,1785.849,306.0474,
,,,,,,,,,,,,,,,,,,,,,,,,,,3.18544,,,1352.202,15.5777,1789.142,308.5952,1277.24
,,,,,,,,,,,,,,,,,,,,,,,,,,3.169418,4.768386,,1358.451,15.56816,1796.598,309.3151,
,,,,,,,,,,,,,,,,,,,,,,,,,,3.161407,4.760375,,1363.097,15.56435,1803.019,310.4144,1277.535
,,,,,,,,,,,,,,,,,,,,,,,,,,3.163009,4.74916,,1361.507,15.56625,1816.361,308.8772,1277.24
,,,,,,,,,,,,,,,,,,,,,,,,,,3.167816,4.741148,,1350.072,15.5777,1826.574,309.3416,1278.715
,,,,,,,,,,,,,,,,,,,,,,,,,,3.18544,4.737945,,1337.992,15.59105,1830.608,310.3473,1278.125
,,,,,,,,,,,,,,,,,,,,,,,,,,3.187042,4.736343,539.9953,1348.474,15.6044,1827.027,306.4484,1286.094
,,,,,,,,,,,,,,,,,,,,,,,,,,3.193449,,539.8522,1334.55,15.61012,1820.678,308.8403,1278.715
,,,,,,,,,,,,,,,,,,,,,,,,,,3.191848,4.734741,539.9953,1349.188,15.62157,1805.952,308.8622,1278.421
,,,,,,,,,,,,,,,,,,,,,,,,,,3.175827,,,1356.541,,1796.471,308.257,
,,,,,,,,,,,,,,,,,,,,,,,,,,3.151794,,,1357.077,15.61394,1789.386,306.8433,
,,,,,,,,,,,,,,,,,,,,,,,,,,3.137374,,,1363.665,,1787.214,307.9707,1277.535
,,,,,,,,,,,,,,,,,,,,,,,,,,3.129364,4.728332,540.1384,1367.937,15.61584,1790.458,309.2513,1276.832
,,,,,,,,,,,,,,,,,,,,,,,,,,3.127761,4.720321,,1356.535,15.61203,1793.134,308.4247,1277.718
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.709106,,1352.421,,1800.687,307.3203,1277.127
,,,,,,,,,,,,,,,,,,,,,,,,,,3.129364,4.697891,,1361.533,15.61012,1809.817,307.3786,1275.947
,,,,,,,,,,,,,,,,,,,,,,,,,,3.143783,4.693084,,1346.687,15.62157,1819.257,307.5653,1276.832
,,,,,,,,,,,,,,,,,,,,,,,,,,3.167816,4.688278,,1340.919,15.63301,1823.34,307.4653,1277.718
,,,,,,,,,,,,,,,,,,,,,,,,,,3.18544,,,1344.716,15.64255,1823.785,307.0278,1278.49
,,,,,,,,,,,,,,,,,,,,,,,,,,3.201461,,540.2815,1360.142,15.65208,1817.91,305.8071,1278.195
,,,,,,,,,,,,,,,,,,,,,,,,,,3.199859,4.693084,,1360.866,15.65399,1805.73,307.7027,1277.492
,,,,,,,,,,,,,,,,,,,,,,,,,,3.18544,4.696289,540.4246,1353.352,15.65781,1795.527,308.5623,1277.788
,,,,,,,,,,,,,,,,,,,,,,,,,,3.161407,4.699493,540.2815,1366.201,15.66162,1790.858,306.9295,
,,,,,,,,,,,,,,,,,,,,,,,,,,3.138977,,,1366.381,,1783.574,305.6362,1278.083
,,,,,,,,,,,,,,,,,,,,,,,,,,3.129364,,540.4246,1352.464,,1790.733,307.9198,1276.902
,,,,,,,,,,,,,,,,,,,,,,,,,,3.127761,4.696289,,1349.396,15.65971,1797.051,304.9304,1276.2
,,,,,,,,,,,,,,,,,,,,,,,,,,3.138977,4.686676,,1349.755,15.65208,1803.819,308.5637,1277.38
,,,,,,,,,,,,,,,,,,,,,,,,,,3.145385,4.678665,,1347.786,15.66543,1813.597,306.049,1273.137
,,,,,,,,,,,,,,,,,,,,,,,,,,3.161407,4.673858,540.5676,1349.593,15.66353,1821.267,304.5472,1270.482
,,,,,,,,,,,,,,,,,,,,,,,,,,3.175827,,,1353.917,15.68069,1825.227,306.9633,1276.087
,,,,,,,,,,,,,,,,,,,,,,,,,,3.191848,,,1336.615,15.68832,1826.698,307.2826,1275.09
,,,,,,,,,,,,,,,,,,,,,,,,,,3.225494,4.675459,540.7108,1354.994,,1819.554,306.6894,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.678665,,1357.143,15.70168,1800.585,308.1093,1273.208
,,,,,,,,,,,,,,,,,,,,,,,,,,3.215881,4.683471,,1351.755,,1789.698,306.9334,1271.438
,,,,,,,,,,,,,,,,,,,,,,,,,,3.191848,4.693084,,1362.133,15.69214,1782.719,305.4731,1274.388
,,,,,,,,,,,,,,,,,,,,,,,,,,3.18544,4.694686,,1355.344,15.69023,1779.841,305.9314,1275.456
,,,,,,,,,,,,,,,,,,,,,,,,,,3.167816,,,1358.018,15.6826,1783.539,306.311,1274.866
,,,,,,,,,,,,,,,,,,,,,,,,,,3.161407,4.696289,540.8538,1356.047,15.67879,1785.37,305.835,1274.571
,,,,,,,,,,,,,,,,,,,,,,,,,,3.167816,4.686676,,1351.926,15.67306,1790.673,304.4705,1273.981
,,,,,,,,,,,,,,,,,,,,,,,,,,3.177429,4.681869,,1353.198,15.66925,1800.138,306.8506,1283.489
,,,,,,,,,,,,,,,,,,,,,,,,,,3.18544,4.678665,,1356.24,15.66353,1812.67,309.4896,1282.604
,,,,,,,,,,,,,,,,,,,,,,,,,,3.217483,,,1354.648,15.68069,1818.01,313.3664,1280.539
,,,,,,,,,,,,,,,,,,,,,,,,,,3.249527,,,1352.325,15.69023,1821.753,313.9678,1282.014
,,,,,,,,,,,,,,,,,,,,,,,,,,3.263946,4.681869,540.9969,1345.314,15.69977,1817.999,313.3631,1282.491
,,,,,,,,,,,,,,,,,,,,,,,,,,3.273558,4.685073,,1338.081,15.70168,1801.718,310.5153,1281.789
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.697891,540.8538,1351.43,,1788.286,309.6302,1282.083
,,,,,,,,,,,,,,,,,,,,,,,,,,3.247924,4.71231,540.9969,1357.696,,1785.833,309.0681,1280.904
,,,,,,,,,,,,,,,,,,,,,,,,,,3.233504,4.718719,,1354.474,15.69977,1783.546,308.1626,1280.792
,,,,,,,,,,,,,,,,,,,,,,,,,,3.223892,4.721923,,1363.74,,1786.205,308.0598,1279.907
,,,,,,,,,,,,,,,,,,,,,,,,,,3.20787,,,1361.243,15.68832,1790.916,307.3699,1280.496
,,,,,,,,,,,,,,,,,,,,,,,,,,3.209472,,,1361.605,15.68451,1795.086,308.5453,1280.089
,,,,,,,,,,,,,,,,,,,,,,,,,,3.217483,4.717117,,1358.758,,1804.605,308.4213,1279.795
,,,,,,,,,,,,,,,,,,,,,,,,,,3.223892,4.713912,541.14,1359.124,15.69214,1820.21,307.7863,1280.384
,,,,,,,,,,,,,,,,,,,,,,,,,,3.241516,,,1351.967,15.69977,1825.112,306.2166,1280.679
,,,,,,,,,,,,,,,,,,,,,,,,,,3.265548,,,1357.344,15.7093,1823.185,306.0192,1280.861
,,,,,,,,,,,,,,,,,,,,,,,,,,3.287979,,,1356.992,15.71693,1818.304,306.4816,1279.682
,,,,,,,,,,,,,,,,,,,,,,,,,,3.297592,4.717117,,1356.987,15.72075,1804.867,307.916,1281.156
,,,,,,,,,,,,,,,,,,,,,,,,,,3.289581,4.725128,,1364.638,15.71693,1791.406,307.44,1280.271
,,,,,,,,,,,,,,,,,,,,,,,,,,3.279968,4.733139,,1366.945,15.7093,1789.809,307.924,1282.63
,,,,,,,,,,,,,,,,,,,,,,,,,,3.263946,4.736343,,1369.419,15.7074,1787.438,306.1642,1281.156
55.9,16.0,35.0,16.0,36.0,18.0,30.1,15.0,31.0,31.0,16.0,25.0,10.0,30.0,15.0,29.0,30.0,15.0,36.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,3.241516,,,1372.063,15.69977,1787.365,307.5536,1281.338
,,,,,,,,,,,,,,,,,,,,,,,,,,3.225494,,,1366.747,15.69214,1788.053,307.2267,1280.159
,,,,,,,,,,,,,,,,,,,,,,,,,,3.233504,4.734741,,1362.834,15.68641,1795.439,306.4117,1280.454
,,,,,,,,,,,,,,,,,,,,,,,,,,3.247924,4.733139,,1361.6,15.68451,1804.942,307.1616,1280.159
,,,,,,,,,,,,,,,,,,,,,,,,,,3.263946,4.731536,,1351.061,15.69023,1817.398,309.0215,1281.338
,,,,,,,,,,,,,,,,,,,,,,,,,,3.287979,4.729934,,1359.295,15.69977,1822.177,308.5859,1281.043
,,,,,,,,,,,,,,,,,,,,,,,,,,3.313612,,,1349.454,15.7074,1824.418,307.242,1280.159
,,,,,,,,,,,,,,,,,,,,,,,,,,3.328033,4.733139,540.9969,1346.58,15.71312,1820.206,304.6172,1281.633
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.741148,541.14,1347.657,15.71693,1807.358,307.0676,1279.864
,,,,,,,,,,,,,,,,,,,,,,,,,,3.320022,4.752365,,1354.111,15.71312,1795.902,308.0014,1280.931
,,,,,,,,,,,,,,,,,,,,,,,,,,3.287979,4.765182,540.9969,1361.261,15.71121,1789.075,306.7103,1281.52
,,,,,,,,,,,,,,,,,,,,,,,,,,3.265548,4.771591,,1356.073,15.7074,1788.215,306.1417,1279.57
,,,,,,,,,,,,,,,,,,,,,,,,,,3.247924,,,1367.468,15.70168,1786.025,306.7788,1280.636
,,,,,,,,,,,,,,,,,,,,,,,,,,3.241516,,,1373.64,15.69023,1791.711,307.6577,1280.454
,,,,,,,,,,,,,,,,,,,,,,,,,,3.241516,4.768386,540.8538,1365.316,15.67688,1795.034,307.7361,1283.106
,,,,,,,,,,,,,,,,,,,,,,,,,,3.247924,4.760375,,1370.637,15.66925,1802.365,305.7539,1281.927
,,,,,,,,,,,,,,,,,,,,,,,,,,3.265548,4.758773,,1364.614,15.67306,1818.135,306.3576,
,,,,,,,,,,,,,,,,,,,,,,,,,,3.28157,4.757171,,1367.108,15.68069,1820.517,308.646,1281.043
,,,,,,,,,,,,,,,,,,,,,,,,,,3.305603,,540.8538,1362.32,15.68832,1823.627,307.8666,1285.17
,,,,,,,,,,,,,,,,,,,,,,,,,,3.328033,,,1353.039,15.69595,1821.322,306.5019,1283.219
,,,,,,,,,,,,,,,,,,,,,,,,,,3.336044,4.761978,,1356.254,15.69977,1805.967,307.9688,1283.514
,,,,,,,,,,,,,,,,,,,,,,,,,,3.344055,4.769989,,1369.783,,1795.301,308.5468,1283.219
,,,,,,,,,,,,,,,,,,,,,,,,,,3.337646,4.781203,540.7108,1363.198,15.69023,1791.363,308.0194,1283.809
,,,,,,,,,,,,,,,,,,,,,,,,,,3.320022,4.789215,540.8538,1367.796,15.68069,1786.728,307.6629,1281.451
,,,,,,,,,,,,,,,,,,,,,,,,,,3.304,,540.7108,1375.742,15.66925,1784.952,307.3993,1281.156
,,,,,,,,,,,,,,,,,,,,,,,,,,3.287979,,,1365.302,15.66162,1789.299,307.6696,1281.745
,,,,,,,,,,,,,,,,,,,,,,,,,,3.273558,4.787612,,1364.23,15.65208,1794.485,309.4036,1280.974
,,,,,,,,,,,,,,,,,,,,,,,,,,3.271957,4.789215,,1361.212,15.64636,1806.011,309.9574,1283.037
,,,,,,,,,,,,,,,,,,,,,,,,,,3.287979,4.787612,,1361.755,15.65208,1821.571,308.7419,1282.743
,,,,,,,,,,,,,,,,,,,,,,,,,,3.305603,4.78601,,1354.634,15.65781,1822.312,308.1062,1283.627
,,,,,,,,,,,,,,,,,,,,,,,,,,3.337646,,,1346.186,15.67116,1823.02,307.0347,1284.034
,,,,,,,,,,,,,,,,,,,,,,,,,,3.352066,4.787612,,1353.198,15.67306,1819.881,307.3378,1281.676
,,,,,,,,,,,,,,,,,,,,,,,,,,3.360076,4.790817,540.5676,1352.843,15.67688,1809.678,307.5613,1284.919
,,,,,,,,,,,,,,,,,,,,,,,,,,3.353667,4.797225,,1353.733,15.67879,1795.101,307.3626,1285.916
,,,,,,,,,,,,,,,,,,,,,,,,,,3.329635,4.810043,540.7108,1365.86,15.67688,1788.307,306.7489,1285.621
,,,,,,,,,,,,,,,,,,,,,,,,,,3.287979,4.814849,540.5676,1368.697,,1786.575,307.7987,1285.032
,,,,,,,,,,,,,,,,,,,,,,,,,,3.263946,,540.4246,1361.936,15.67116,1784.042,308.0569,1284.442
,,,,,,,,,,,,,,,,,,,,,,,,,,3.227096,,,1366.91,15.66543,1790.325,309.5425,1281.494
,,,,,,,,,,,,,,,,,,,,,,,,,,3.215881,4.810043,,1364.227,15.6559,1796.46,309.5671,1282.673
,,,,,,,,,,,,,,,,,,,,,,,,,,3.209472,4.802032,,1366.721,15.65018,1800.163,307.6126,1282.491
,,,,,,,,,,,,,,,,,,,,,,,,,,3.20787,4.792419,,1369.924,15.6559,1814.951,307.8985,1283.965
,,,,,,,,,,,,,,,,,,,,,,,,,,3.217483,4.784408,,1357.125,15.65971,1822.6,308.3048,1284.668
,,,,,,,,,,,,,,,,,,,,,,,,,,3.223892,4.779602,,1355.87,15.66543,1828.984,307.5426,1284.373
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.776397,,1355.513,15.67306,1824.257,308.293,1285.553
,,,,,,,,,,,,,,,,,,,,,,,,,,3.225494,4.774795,,1359.799,15.67688,1812.208,307.6075,1286.143
,,,,,,,,,,,,,,,,,,,,,,,,,,3.215881,4.773193,,1366.208,15.67879,1798.407,307.598,1285.258
,,,,,,,,,,,,,,,,,,,,,,,,,,3.193449,4.771591,540.2815,1366.924,15.67688,1793.123,308.5191,1283.602
,,,,,,,,,,,,,,,,,,,,,,,,,,3.18544,4.769989,,1367.267,15.67306,1787.923,306.2428,1284.486
,,,,,,,,,,,,,,,,,,,,,,,,,,3.17102,4.768386,,1370.808,15.66925,1784.044,308.219,1284.373
,,,,,,,,,,,,,,,,,,,,,,,,,,3.167816,4.760375,540.1384,1372.029,15.66543,1787.574,307.9468,1283.307
,,,,,,,,,,,,,,,,,,,,,,,,,,3.169418,4.750762,,1369.023,15.6559,1795.189,309.8753,1283.419
,,,,,,,,,,,,,,,,,,,,,,,,,,3.177429,4.741148,540.2815,1353.528,15.65208,1802.745,306.777,1284.009
,,,,,,,,,,,,,,,,,,,,,,,,,,3.193449,4.729934,540.1384,1368.331,15.6559,1815.073,307.864,1284.599
,,,,,,,,,,,,,,,,,,,,,,,,,,3.215881,4.72673,,1367.089,15.66162,1822.412,308.0255,1285.484
,,,,,,,,,,,,,,,,,,,,,,,,,,3.231903,,,1347.079,15.66925,1826.084,309.9762,
,,,,,,,,,,,,,,,,,,,,,,,,,,3.247924,,,1359.624,15.67688,1820.931,308.4506,1284.599
,,,,,,,,,,,,,,,,,,,,,,,,,,3.265548,4.729934,,1364.442,15.67879,1814.568,306.2473,1285.302
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.736343,,1368.678,15.67688,1801.954,307.8139,1284.712
,,,,,,,,,,,,,,,,,,,,,,,,,,3.247924,4.745956,,1372.738,15.66925,1792.534,306.868,1285.302
,,,,,,,,,,,,,,,,,,,,,,,,,,3.231903,4.752365,,1369.374,15.66162,1789.022,308.9641,1284.122
,,,,,,,,,,,,,,,,,,,,,,,,,,3.223892,4.753967,,1372.031,15.6559,1785.212,310.4383,1283.237
,,,,,,,,,,,,,,,,,,,,,,,,,,3.193449,4.752365,,1374.834,15.65018,1786.13,309.0449,1282.942
,,,,,,,,,,,,,,,,,,,,,,,,,,3.183837,,,1387.12,15.63873,1793.035,305.7261,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.750762,,1376.596,15.6311,1801.644,307.6511,1281.285
,,,,,,,,,,,,,,,,,,,,,,,,,,3.193449,4.747558,,1366.709,15.64064,1816.239,307.6663,1283.532
,,,,,,,,,,,,,,,,,,,,,,,,,,3.225494,,,1362.091,15.64255,1822.123,308.1535,1283.94
,,,,,,,,,,,,,,,,,,,,,,,,,,3.239913,,,1360.676,15.65018,1824.476,307.9913,1283.827
,,,,,,,,,,,,,,,,,,,,,,,,,,3.247924,,,1358.364,15.6559,1823.193,309.316,1285.12
,,,,,,,,,,,,,,,,,,,,,,,,,,3.265548,,,1359.26,15.66353,1814.865,309.5811,1283.055
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.755568,,1361.023,15.66543,1799.845,308.2923,1282.465
,,,,,,,,,,,,,,,,,,,,,,,,,,3.247924,4.760375,,1364.233,15.65781,1791.955,307.224,1283.94
,,,,,,,,,,,,,,,,,,,,,,,,,,3.231903,,,1364.955,,1784.239,306.9603,1283.532
,,,,,,,,,,,,,,,,,,,,,,,,,,3.225494,,,1360.508,15.6559,1782.13,307.731,1283.237
,,,,,,,,,,,,,,,,,,,,,,,,,,3.217483,,,1370.075,15.65208,1788.897,307.9895,1282.647
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.752365,,1368.994,15.63683,1793.818,308.8362,
,,,,,,,,,,,,,,,,,,,,,,,,,,3.223892,4.744354,,1353.86,15.63301,1800.72,309.8654,1281.762
,,,,,,,,,,,,,,,,,,,,,,,,,,3.241516,4.737945,,1365.112,15.6311,1810.043,308.8474,1283.645
,,,,,,,,,,,,,,,,,,,,,,,,,,3.249527,4.736343,540.2815,1358.89,15.63873,1821.607,308.8109,1284.53
,,,,,,,,,,,,,,,,,,,,,,,,,,3.265548,,,1361.379,15.64255,1825.671,309.7123,1282.352
,,,,,,,,,,,,,,,,,,,,,,,,,,3.289581,,,1359.066,15.65208,1820.978,311.2164,1284.417
,,,,,,,,,,,,,,,,,,,,,,,,,,3.305603,4.737945,,1362.639,15.65399,1813.119,307.7587,1283.827
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.745956,,1363.869,,1796.332,307.0709,1288.547
,,,,,,,,,,,,,,,,,,,,,,,,,,3.287979,4.750762,,1363.878,15.65018,1788.69,307.9093,1284.712
,,,,,,,,,,,,,,,,,,,,,,,,,,3.262344,4.760375,540.4246,1369.196,15.64445,1783.11,307.2597,1283.419
,,,,,,,,,,,,,,,,,,,,,,,,,,3.247924,,540.2815,1372.373,15.64255,1782.21,309.7997,1285.189
,,,,,,,,,,,,,,,,,,,,,,,,,,3.233504,,,1374.126,15.63301,1787.845,309.6909,1283.124
,,,,,,,,,,,,,,,,,,,,,,,,,,3.225494,,,1369.514,15.62538,1791.133,310.2011,1281.945
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.753967,540.4246,1356.542,15.61966,1798.654,309.423,1282.24
,,,,,,,,,,,,,,,,,,,,,,,,,,3.223892,4.74916,,1356.36,15.61775,1809.907,309.2983,1283.714
,,,,,,,,,,,,,,,,,,,,,,,,,,3.235107,,,1359.926,15.61966,1818.23,308.2605,1282.829
,,,,,,,,,,,,,,,,,,,,,,,,,,3.249527,,,1360.302,15.6311,1820.977,310.0463,1282.24
,,,,,,,,,,,,,,,,,,,,,,,,,,3.273558,,,1350.293,15.64064,1823.997,310.402,1283.124
,,,,,,,,,,,,,,,,,,,,,,,,,,3.278366,4.752365,,1347.231,,1819.531,309.7289,1283.419
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.758773,,1361.893,15.64255,1802.692,309.8093,1283.307
,,,,,,,,,,,,,,,,,,,,,,,,,,3.265548,4.765182,,1370.589,15.63873,1790.854,307.8931,1281.65
,,,,,,,,,,,,,,,,,,,,,,,,,,3.231903,4.769989,,1367.064,15.63301,1786.382,307.3337,1281.242
,,,,,,,,,,,,,,,,,,,,,,,,,,3.223892,,,1360.287,15.62729,1787.082,307.9729,1281.945
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1361.867,15.61775,1791.289,309.4467,1280.947
,,,,,,,,,,,,,,,,,,,,,,,,,,3.241516,4.768386,540.5676,1366.124,15.60822,1795.768,309.9185,1282.535
,,,,,,,,,,,,,,,,,,,,,,,,,,3.265548,4.761978,540.4246,1370.214,15.60059,1801.227,309.0954,1281.355
55.9,16.0,35.0,16.0,36.0,18.0,30.1,15.0,31.0,31.0,16.0,25.0,10.0,30.0,15.0,29.0,30.0,15.0,36.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,3.289581,4.755568,540.5676,1372.156,15.6044,1816.994,310.7759,1281.945
,,,,,,,,,,,,,,,,,,,,,,,,,,3.321624,4.753967,,1368.1,15.61012,1830.067,311.2578,1284.009
,,,,,,,,,,,,,,,,,,,,,,,,,,3.345657,4.752365,,1350.084,15.61394,1834.309,308.9289,1283.124
,,,,,,,,,,,,,,,,,,,,,,,,,,3.376098,4.753967,,1347.393,15.61966,1833.239,310.0409,1282.829
,,,,,,,,,,,,,,,,,,,,,,,,,,3.400131,4.761978,,1347.945,15.62538,1823.561,309.4418,
,,,,,,,,,,,,,,,,,,,,,,,,,,3.409744,4.771591,,1355.458,15.6292,1803.111,309.6588,1283.124
,,,,,,,,,,,,,,,,,,,,,,,,,,3.400131,4.789215,,1356.548,15.62538,1793.213,308.7533,1282.535
,,,,,,,,,,,,,,,,,,,,,,,,,,3.384109,4.803634,,1358.864,,1787.2165,309.6599,1281.945
,,,,,,,,,,,,,,,,,,,,,,,,,,3.361679,4.813247,,1355.637,15.61966,1794.956,310.1417,1281.06
,,,,,,,,,,,,,,,,,,,,,,,,,,3.344055,4.818054,,1359.93,15.61775,1804.645,308.4579,1280.765
,,,,,,,,,,,,,,,,,,,,,,,,,,3.328033,,,1359.571,15.61394,1811.174,311.5306,1285.484
,,,,,,,,,,,,,,,,,,,,,,,,,,3.329635,,,1358.326,15.60249,1820.024,308.349,1284.304
,,,,,,,,,,,,,,,,,,,,,,,,,,3.337646,,540.7108,1354.397,15.61394,1830.692,310.6368,1282.535
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.816452,,1358.524,15.61966,1834.956,311.5185,1283.124
,,,,,,,,,,,,,,,,,,,,,,,,,,3.352066,4.816452,,1352.262,15.63301,1833.286,308.6733,1282.24
,,,,,,,,,,,,,,,,,,,,,,,,,,3.361679,,540.5676,1345.44,15.64064,1822.066,309.8239,1283.714
,,,,,,,,,,,,,,,,,,,,,,,,,,3.3777,4.818054,,1354.593,15.64827,1806.557,310.2225,1283.124
,,,,,,,,,,,,,,,,,,,,,,,,,,3.360076,4.82286,,1360.661,15.65208,1798.461,309.2145,1278.995
,,,,,,,,,,,,,,,,,,,,,,,,,,3.352066,4.830871,540.5676,1365.106,,1796.731,309.6435,1283.714
,,,,,,,,,,,,,,,,,,,,,,,,,,3.313612,4.83728,,1364.568,15.64827,1791.921,308.5631,1281.355
,,,,,,,,,,,,,,,,,,,,,,,,,,3.287979,,,1377.827,15.64255,1793.82,309.1689,1281.945
,,,,,,,,,,,,,,,,,,,,,,,,,,3.263946,,,1371.647,15.63873,1797.599,308.1349,1281.762
,,,,,,,,,,,,,,,,,,,,,,,,,,3.247924,4.835677,,1369.514,15.63301,1802.428,309.0054,1282.352
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.826065,,1369.87,15.62538,1809.211,307.6259,1282.057
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.813247,,1367.397,15.61966,1820.699,308.6912,1286.664
,,,,,,,,,,,,,,,,,,,,,,,,,,3.263946,4.803634,,1367.755,15.62347,1827.104,310.1909,1282.76
,,,,,,,,,,,,,,,,,,,,,,,,,,3.289581,4.794021,,1362.438,15.63301,1827.368,308.4839,1286.777
,,,,,,,,,,,,,,,,,,,,,,,,,,3.304,4.790817,,1366.523,15.62729,1823.225,309.4319,1279.22
,,,,,,,,,,,,,,,,,,,,,,,,,,3.329635,,,1369.719,15.63301,1806.741,310.109,1283.94
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1362.983,15.64636,1804.711,310.8876,1288.07
,,,,,,,,,,,,,,,,,,,,,,,,,,3.31842,,,1352.08,15.65018,1800.293,308.3752,1284.235
,,,,,,,,,,,,,,,,,,,,,,,,,,3.287979,4.792419,,1366.162,15.64255,1793.605,308.9183,1285.415
,,,,,,,,,,,,,,,,,,,,,,,,,,3.265548,4.794021,,1367.586,,1797.5,307.7531,1286.005
,,,,,,,,,,,,,,,,,,,,,,,,,,3.247924,,540.4246,1359.04,15.63301,1800.982,308.6529,1286.3
,,,,,,,,,,,,,,,,,,,,,,,,,,3.233504,,,1360.101,,1807.996,310.7823,1283.055
,,,,,,,,,,,,,,,,,,,,,,,,,,3.225494,4.789215,,1372.88,15.61966,1822.862,310.5825,1284.643
,,,,,,,,,,,,,,,,,,,,,,,,,,3.231903,4.781203,,1371.826,15.62157,1840.856,310.3202,1285.528
,,,,,,,,,,,,,,,,,,,,,,,,,,3.249527,4.776397,,1346.873,15.63301,1840.854,307.8033,1281.398
,,,,,,,,,,,,,,,,,,,,,,,,,,3.263946,4.777999,,1344.174,15.64636,1842.217,310.2964,1284.643
,,,,,,,,,,,,,,,,,,,,,,,,,,3.287979,4.776397,,1348.494,,1844.537,309.9724,1282.986
,,,,,,,,,,,,,,,,,,,,,,,,,,3.315216,4.777999,,1359.96,15.65781,1831.683,309.553,1283.168
,,,,,,,,,,,,,,,,,,,,,,,,,,3.337646,4.776397,,1362.808,15.65971,1815.737,308.8802,1282.691
,,,,,,,,,,,,,,,,,,,,,,,,,,3.328033,4.782806,,1369.719,,1808.401,309.5399,1284.166
,,,,,,,,,,,,,,,,,,,,,,,,,,3.304,4.790817,,1367.772,15.65399,1807.299,308.5475,1283.871
,,,,,,,,,,,,,,,,,,,,,,,,,,3.28157,4.794021,,1370.415,15.64636,1808.488,309.193,1282.101
,,,,,,,,,,,,,,,,,,,,,,,,,,3.265548,4.795622,,1369.525,15.64255,1810.593,310.9253,1283.576
,,,,,,,,,,,,,,,,,,,,,,,,,,3.249527,,,1367.397,15.63301,1821.19,309.1065,1284.166
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.790817,,1356.173,15.61584,1827.936,307.255,1281.328
,,,,,,,,,,,,,,,,,,,,,,,,,,3.265548,4.784408,,1361.887,15.62538,1841.826,308.6826,1282.509
,,,,,,,,,,,,,,,,,,,,,,,,,,3.279968,4.781203,,1358.868,15.6311,1849.195,308.5034,1283.394
,,,,,,,,,,,,,,,,,,,,,,,,,,3.29599,,,1358.166,15.63492,1847.133,310.3907,1286.345
,,,,,,,,,,,,,,,,,,,,,,,,,,3.321624,,,1347.77,15.64064,1845.511,309.7239,1285.46
,,,,,,,,,,,,,,,,,,,,,,,,,,3.336044,,,1359.242,15.65399,1823.982,309.424,1285.755
,,,,,,,,,,,,,,,,,,,,,,,,,,3.344055,4.78601,,1362.992,15.6559,1815.069,307.4254,1285.165
